Data;Otwarcie;Najwyzszy;Najnizszy;Zamkniecie;Wolumen
2020-11-24;475;475;454;455;44732
2020-11-25;452;457;430;434;43968
2020-11-26;440;464;424;460;50425
2020-11-27;465;491;463;491;50951
2020-11-30;493;520;488;510;137176
2020-12-01;510;526;472;478;85550
2020-12-02;475;490;460;465;60947
2020-12-03;465;476;441;471;50583
2020-12-04;472;475;447;450;37295
2020-12-07;452;475;433;460;81152
2020-12-08;469;526;467;526;128447
2020-12-09;495;504;441;442;424457
2020-12-10;450;450;418;431;214043
2020-12-11;425;431;408;425;165270
2020-12-14;410;411;340;342;482980
2020-12-15;346;418;346;410;343281
2020-12-16;420;435;408;412;182498
2020-12-17;412;413;384;394;145160
2020-12-18;390;410;377;400;106368
2020-12-21;415;427;400;416;85134
2020-12-22;417;426;405;406;60518
2020-12-23;404;415;393;401;88761
2020-12-28;395;398;381;381;184501
2020-12-29;376;427;368;420;162609
2020-12-30;419;430;411;422;81233
2021-01-04;414;439;405;427;89467
2021-01-05;429;446;429;439;81745
2021-01-07;443;494;442;487;153183
2021-01-08;495;510;460;473;144315
2021-01-11;479;490;462;490;84352
2021-01-12;491;494;474;479;36475
2021-01-13;482;482;434;453;144424
2021-01-14;440;461;431;443;108859
2021-01-15;439;450;412;420;155659
2021-01-18;387;405;375;384;306387
2021-01-19;387;407;374;387;154088
2021-01-20;400;402;354;362;285242
2021-01-21;360;370;346;361;157922
2021-01-22;365;371;357;368;82298
2021-01-25;366;376;350;352;125393
2021-01-26;348;366;328;364;237376
2021-01-27;368;368;337;348;102806
2021-01-28;343;364;336;361;92428
2021-01-29;370;374;357;369;133034
2021-02-01;372;372;358;362;33747
2021-02-02;364;373;358;366;47093
2021-02-03;364;366;355;364;35385
2021-02-04;364;367;358;363;30297
2021-02-05;363;367;356;359;28314
2021-02-08;360;360;337;342;92781
2021-02-09;340;352;323;349;135436
2021-02-10;350;366;342;354;91803
2021-02-11;354;356;348;353;32160
2021-02-12;351;353;342;342;46545
2021-02-15;340;360;337;349;46629
2021-02-16;350;356;347;350;29663
2021-02-17;352;352;341;343;41285
2021-02-18;342;346;334;338;39970
2021-02-19;337;346;334;335;43840
2021-02-22;337;350;329;337;56569
2021-02-23;337;353;336;339;90395
2021-02-24;340;364;339;360;152497
2021-02-25;360;367;345;345;81666
2021-02-26;340;348;340;342;43959
2021-03-01;344;357;341;351;53841
2021-03-02;352;355;348;348;28926
2021-03-03;352;358;347;348;42728
2021-03-04;347;352;340;347;37510
2021-03-05;354;360;348;359;59613
2021-03-08;361;361;350;353;38277
2021-03-09;354;357;349;355;36543
2021-03-10;356;384;355;383;136795
2021-03-11;384;396;377;381;97920
2021-03-12;382;408;375;395;128392
2021-03-15;404;409;392;396;81643
2021-03-16;401;406;394;397;51069
2021-03-17;400;400;367;391;110500
2021-03-18;405;406;385;389;73192
2021-03-19;388;389;367;367;198252
2021-03-22;367;371;335;338;166379
2021-03-23;335;348;325;336;123191
2021-03-24;337;357;336;341;89227
2021-03-25;359;383;354;365;225171
2021-03-26;365;370;352;358;68777
2021-03-29;360;362;342;343;72150
2021-03-30;345;354;344;348;59564
2021-03-31;349;350;338;347;59564
2021-04-01;344;354;341.5;346;55186
2021-04-06;346;356;345.5;348.6;40910
2021-04-07;349.8;356.4;348.5;354.2;50861
2021-04-08;359;373.9;357.2;364.2;89242
2021-04-09;365;365.9;353.7;356;41610
2021-04-12;357;362;349.2;360.5;51266
2021-04-13;361.1;365;354.4;355;39074
2021-04-14;353.7;355;347;347.5;57197
2021-04-15;347;350.8;335.7;343;78592
2021-04-16;342.2;344.7;336.3;341.3;68547
2021-04-19;339.1;342;336.4;337.9;42502
2021-04-20;338;341.3;304.2;308.5;197005
2021-04-21;281;293;255.3;256;562902
2021-04-22;262;276.9;222;232;431991
2021-04-23;233;256.3;218.6;255;477478
2021-04-26;261;277;256.5;271.2;240244
2021-04-27;270;270;250.5;252;159081
2021-04-28;250;250.6;235.3;236;197661
2021-04-29;234.8;246;233.7;242.8;81323
2021-04-30;243.2;253;240.5;243.1;74538
2021-05-04;239.1;243.7;231.3;234.6;56452
2021-05-05;235.6;241.2;223.3;226;70749
2021-05-06;224;233.7;215.5;220;121209
2021-05-07;220;254;219.4;250.4;174376
2021-05-10;252;262.2;238.7;249;165847
2021-05-11;258;258;237.6;242.2;99379
2021-05-12;240.8;255.4;236.7;240;91447
2021-05-13;240;248;232;243.6;76867
2021-05-14;245;250;242.2;246.8;54591
2021-05-17;247;250;243;244.4;38165
2021-05-18;248;249.3;244;245.8;20485
2021-05-19;245.1;247;236;237.8;42997
2021-05-20;239;244.6;235.1;240.9;31081
2021-05-21;239.7;249.5;239;248.5;69632
2021-05-24;248.6;249;239.2;239.5;39705
2021-05-25;239.6;244;237;243.1;31360
2021-05-26;242.9;243.5;239.2;242.7;22183
2021-05-27;241;244.2;239.5;241.4;38366
2021-05-28;241.9;242.9;239.3;239.6;25515
2021-05-31;241.4;248.5;240.3;245.2;37013
2021-06-01;254;263.3;240.5;242.5;140160
2021-06-02;243;244.9;235.4;242.9;58850
2021-06-04;243.9;249;242.9;246.5;34399
2021-06-07;247;249.5;243.1;247.2;30784
2021-06-08;247.2;247.4;243.5;244.2;22572
2021-06-09;244.2;244.3;239.1;239.7;24116
2021-06-10;239.7;241.3;233.3;234;66961
2021-06-11;234;238.5;233.5;234;25126
2021-06-14;234;237.8;230.2;233.7;28493
2021-06-15;232.5;234.7;228.6;229.2;43263
2021-06-16;227;236;221.1;231.6;79623
2021-06-17;231;233.7;225.5;225.6;24295
2021-06-18;226.6;229.3;226;227.5;29680
2021-06-21;228.5;236.5;227.4;234.2;29991
2021-06-22;236.9;242.7;235.6;240.8;37038
2021-06-23;240.8;242.2;234;234;26365
2021-06-24;225.9;229.4;220;224.6;59537
2021-06-25;224.8;244.9;224.6;244;89881
2021-06-28;243.6;270.8;240.6;259;194751
2021-06-29;260.8;261.5;248.8;250.5;49796
2021-06-30;249;266.7;246.9;261.8;96110
2021-07-01;263.8;269.2;256.1;263.9;39151
2021-07-02;264.8;268.5;262;263;37598
2021-07-05;267;282.6;263;282.3;74021
2021-07-06;284.8;292.5;275.3;280.5;111851
2021-07-07;282;284.8;276.1;277;55910
2021-07-08;277;280.6;271.2;271.7;46612
2021-07-09;272.5;283;271.2;277.1;43095
2021-07-12;278.1;279.7;265;267.3;50655
2021-07-13;265.5;269;255.6;259;97628
2021-07-14;260;268.6;258.6;261;49002
2021-07-15;261;267.7;258.9;264;35802
2021-07-16;253;255.6;245.2;247.2;157463
2021-07-19;245.4;248.7;237.5;238;70869
2021-07-20;237;245;234.6;235.6;49188
2021-07-21;238.4;241.5;237.9;239;24476
2021-07-22;237;243.6;234.2;239;27527
2021-07-23;241;242.3;237.3;237.7;20741
2021-07-26;238;240;235.1;239;23877
2021-07-27;239.2;242.9;238.1;240.5;24233
2021-07-28;238;241.4;225.6;227.2;52224
2021-07-29;228;228.4;197;198.6;138834
2021-07-30;199.8;214.4;193;205.1;102440
2021-08-02;207;215.8;207;209.2;31752
2021-08-03;209;209.4;201.3;202.6;19812
2021-08-04;201.6;217;201.6;214.4;54659
2021-08-05;204.5;217.4;203;206.9;68226
2021-08-06;207;209.5;199.3;202.9;82644
2021-08-09;207.9;207.9;200.8;201;37360
2021-08-10;200.4;204;200.2;200.5;28539
2021-08-11;201;204.5;199;199.5;29036
2021-08-12;200.8;200.8;188.25;190.5;196243
2021-08-13;188.1;191.6;183;183.7;91670
2021-08-16;183.7;185;178.5;179.9;91011
2021-08-17;180.4;181.3;178.9;180;43078
2021-08-18;179.25;195;178.75;188.9;108951
2021-08-19;188.5;188.5;180;182.2;29476
2021-08-20;183.6;184.35;180.1;182.9;21618
2021-08-23;183;184.35;181.2;182.5;10995
2021-08-24;184;188.6;181;185.5;44289
2021-08-25;186.4;188.1;184.2;185;24191
2021-08-26;185.15;186.4;182.55;182.6;21475
2021-08-27;182.75;185;181.2;184.35;19902
2021-08-30;185.1;186.25;180.95;181.5;29322
2021-08-31;181.5;183;180.5;180.5;18132
2021-09-01;180.55;183;172.35;180.4;80070
2021-09-02;180.6;191.3;179;188;87230
2021-09-03;190;190.25;184.4;186.8;28513
2021-09-06;188;189.35;183.9;184.2;32784
2021-09-07;184.3;185.2;181.1;181.35;28038
2021-09-08;180;184.1;178.3;183;34183
2021-09-09;180.3;182.55;179.45;179.5;20070
2021-09-10;169.1;173.85;167;169.6;145589
2021-09-13;168.5;169;159;159;197709
2021-09-14;157.3;157.3;145.2;147.95;366274
2021-09-15;145.2;162;145.2;157.6;218829
2021-09-16;164.4;172.25;161.6;168.25;230424
2021-09-17;168.5;173.5;165.1;166.1;105952
2021-09-20;166;166;150;156;121294
2021-09-21;156.4;161.2;156;157.2;35576
2021-09-22;158;160.95;157.6;160.95;26359
2021-09-23;161;161;154.7;155;36146
2021-09-24;155.9;156.25;150.75;151;44909
2021-09-27;150.9;154;149;149.8;38662
2021-09-28;150.5;151.3;146.5;146.75;41245
2021-09-29;146.2;149.9;145.1;148.35;41625
2021-09-30;149.9;152.75;148.4;148.5;34440
2021-10-01;146.7;150.45;145.95;148.25;28669
2021-10-04;148;149;143.9;144.7;41878
2021-10-05;144.25;145.75;139.65;140.6;72792
2021-10-06;140;140;131.5;133.5;153987
2021-10-07;134.15;139.9;132;134.5;105058
2021-10-08;134;157.4;134;155;271613
2021-10-11;157;168.35;155;157.8;224960
2021-10-12;156.9;161;149.25;152.9;126229
2021-10-13;152.5;160.2;151;155.35;71571
2021-10-14;157.8;163.5;156.15;160.2;101512
2021-10-15;161.8;161.8;155.2;155.5;42854
2021-10-18;129.25;135;119;119;553003
2021-10-19;117.35;123.8;105.65;108;451946
2021-10-20;107.15;113.1;99.36;110.9;380786
2021-10-21;111.8;111.8;102.85;103.2;117344
2021-10-22;103.9;110.95;103.25;109;131549
2021-10-25;110;110.95;106.6;107.5;83562
2021-10-26;106.1;108.95;103;104.15;83440
2021-10-27;104.3;114.7;103.25;112.3;140243
2021-10-28;112;112;105.1;105.2;73244
2021-10-29;105.4;107.8;102.05;102.9;99923
2021-11-02;102;107.2;101.5;105.85;53137
2021-11-03;105;108.4;104.1;107.6;42230
2021-11-04;108.25;113.75;106.95;112.3;92978
2021-11-05;113.9;119.6;112.7;118.45;155509
2021-11-08;124.5;125.1;110;110.3;192484
2021-11-09;110;111.3;104.55;106.2;109472
2021-11-10;105.5;109.5;104.7;107;48889
2021-11-12;107;109.3;106.1;108;41447
2021-11-15;108.95;110.8;107.05;107.95;33261
2021-11-16;108;109.6;103.05;103.3;58425
2021-11-17;104;107.8;103.2;105.4;70149
2021-11-18;104.3;105.35;101.7;102.8;45985
2021-11-19;102.8;104.2;101.35;104.05;30241
2021-11-22;104.1;115.4;102;114;211462
2021-11-23;113;115;109.15;114.1;64612
2021-11-24;113.4;113.45;108.15;110;36127
2021-11-25;109.95;112.95;108.8;112.05;29980
2021-11-26;114;127.35;114;126.9;342805
2021-11-29;132.1;154.9;130.1;153.3;575537
2021-11-30;147.9;153;136;137.35;352779
2021-12-01;134.3;141.95;125.5;126.65;293338
2021-12-02;127;131.95;126.2;129.6;127957
2021-12-03;131;131;120.25;120.35;138360
2021-12-06;120;120.1;112.6;113.35;144222
2021-12-07;113;115.3;110.4;112;125431
2021-12-08;112.5;116.4;110.3;111.6;93712
2021-12-09;110.2;112.4;105.55;108.5;91474
2021-12-10;106.3;107.85;104.5;105.2;79404
2021-12-13;104.8;110.6;103.2;105.5;115217
2021-12-14;105.55;108.95;103.7;104.1;63775
2021-12-15;104.5;107.7;103.75;104.9;68672
2021-12-16;105.05;108;104.8;105.05;40567
2021-12-17;105.9;108;103.5;103.9;91758
2021-12-20;105.8;107.35;103.15;103.4;73920
2021-12-21;103.2;103.85;100.3;100.55;93952
2021-12-22;103.6;105;100.2;101;101678
2021-12-23;101.5;101.95;96.32;98.86;107370
2021-12-27;100;100.85;94.8;95.94;135794
2021-12-28;95.5;98.2;94.5;95.12;136381
2021-12-29;95;99.72;94.6;99;103671
2021-12-30;99.58;101.65;96.6;97;58314
2022-01-03;97;100.95;96.92;97.92;51630
2022-01-04;98.1;99.1;97.02;98;21535
2022-01-05;98.7;106.9;98.14;102.8;136401
2022-01-07;102.6;104.2;100.4;102.1;48097
2022-01-10;102.4;105.75;100.05;100.1;63488
2022-01-11;100.05;104.05;100.05;103.3;39429
2022-01-12;103.55;106.2;102.65;105.2;73946
2022-01-13;105.5;106.8;103.8;105.6;49842
2022-01-14;104.55;105.65;103.05;103.8;48092
2022-01-17;105;105;101.6;103.55;42861
2022-01-18;103.55;103.85;100.5;101;35268
2022-01-19;100.1;101.5;98.44;99;51659
2022-01-20;86.44;91.48;86;87.2;292688
2022-01-21;87;87.36;75.66;75.7;377918
2022-01-24;76;78.14;69.02;70;222051
2022-01-25;70.22;73.88;68.82;71.34;105135
2022-01-26;71.36;74.4;71.36;72.78;66575
2022-01-27;71.78;75.4;69.8;71.3;80648
2022-01-28;73.5;76.56;71.2;73.28;99778
2022-01-31;74.2;75.74;72.2;74;54097
2022-02-01;74;74.78;72.56;72.76;34648
2022-02-02;72.5;85.2;72.5;84.36;487331
2022-02-03;85.6;85.6;75.5;75.64;237653
2022-02-04;75.28;78.7;74.52;75.4;91505
2022-02-07;77;77.64;74.02;74.12;41298
2022-02-08;74.1;76.52;74.02;75.5;43669
2022-02-09;75.7;76.44;75.02;75.6;25104
2022-02-10;76;76.2;74;75.4;25847
2022-02-11;74.4;75.4;73.4;73.5;17133
2022-02-14;72.7;72.7;68.66;68.8;95459
2022-02-15;68.76;70.98;68.7;69.2;47289
2022-02-16;69.8;70.54;67.72;68.5;39389
2022-02-17;68.52;69.4;63.7;63.7;118547
2022-02-18;63.36;65.7;62.7;63.48;57153
2022-02-21;64;64;59.44;59.8;81526
2022-02-22;57.6;62.64;56.2;61.94;56645
2022-02-23;62.48;63;57.8;58.2;41056
2022-02-24;50.9;54.48;46.99;50.5;153194
2022-02-25;52.6;58.9;51.04;58.2;128044
2022-02-28;57;67;55.28;67;158690
2022-03-01;67.48;70.68;62.36;69;121319
2022-03-02;69;77.9;67.3;75;126441
2022-03-03;76.3;78.1;73;74.28;72430
2022-03-04;74.5;76;66.5;67;63399
2022-03-07;66.1;70.82;64.82;68;90338
2022-03-08;67.8;71.48;66.8;68.5;52883
2022-03-09;70;71.86;68.6;71.74;42454
2022-03-10;72.04;81.72;71.12;77.58;125319
2022-03-11;77.8;79.52;76.1;79.2;58278
2022-03-14;79.9;87.08;79.36;82.98;112917
2022-03-15;84;86.46;78.12;80.5;71188
2022-03-16;81.82;81.86;77.64;78.8;40307
2022-03-17;78.88;81.46;77.64;79.3;49939
2022-03-18;79.5;80.4;76.62;76.66;154683
2022-03-21;78;80.58;76.46;76.72;43532
2022-03-22;77.98;77.98;73.32;73.4;80135
2022-03-23;74.4;75.78;72.06;72.8;26450
2022-03-24;73.82;73.88;71.7;71.72;30520
2022-03-25;71.72;71.88;69.52;70.4;54742
2022-03-28;71.2;73.34;70.6;70.96;50129
2022-03-29;71.5;72.6;70.2;70.36;35291
2022-03-30;71.5;72.68;71;72.68;20624
2022-03-31;73;74.8;72;72.02;29812
2022-04-01;72.32;76.5;72.32;76.4;35873
2022-04-04;76.38;77.44;72.2;72.2;30090
2022-04-05;72.1;73.5;70.04;70.62;33328
2022-04-06;70.62;71.3;68.12;69;31740
2022-04-07;69;69.72;67;67;22786
2022-04-08;67;69;66.66;67.38;21590
2022-04-11;67.5;69.5;67.02;68;17870
2022-04-12;68;68.8;66.66;66.88;18483
2022-04-13;66.9;68;66.1;66.26;12544
2022-04-14;66.28;66.98;65.74;66.78;11535
2022-04-19;68.72;71.44;66.54;67.7;49962
2022-04-20;67.5;68.2;62.6;63.5;56773
2022-04-21;62;63.62;59.2;59.98;52888
2022-04-22;60;64.8;57.6;63.38;146526
2022-04-25;63;76.22;62;73;193761
2022-04-26;73;74;70.52;72.28;57726
2022-04-27;73;74.38;71;71;38621
2022-04-28;72.96;75.7;71.02;75.5;43872
2022-04-29;74.52;79.7;73.1;73.16;83070
2022-05-02;73;79.2;72.36;78;91475
2022-05-04;80;84.6;79.22;80.78;79878
2022-05-05;81.86;83.04;75.74;76;51763
2022-05-06;75.02;76.78;72.8;74.46;44794
2022-05-09;74;74;69.52;72;42989
2022-05-10;71.1;75.94;70.02;73.36;34676
2022-05-11;75.2;77.54;71.82;72.8;58614
2022-05-12;72.04;72.48;68.9;69.48;37506
2022-05-13;70.84;72.22;70.5;70.84;19563
2022-05-16;70.84;72.8;67.24;69;41931
2022-05-17;69.5;70.9;68.1;68.86;14111
2022-05-18;69.52;72.44;68.5;68.74;18756
2022-05-19;68.88;68.88;65;67.2;52046
2022-05-20;67.2;68.2;66;66;15188
2022-05-23;67;67.78;64.3;64.3;15633
2022-05-24;64.8;65.8;62.7;64.52;33652
2022-05-25;64.5;64.78;61.9;63.38;21462
2022-05-26;63.32;64.5;62.24;62.38;11636
2022-05-27;62.2;62.86;61.52;62.58;15524
2022-05-30;62.68;64.5;62.68;63.46;12764
2022-05-31;63.46;63.8;61.1;61.1;28615
2022-06-01;61.9;61.9;59.24;59.7;26662
2022-06-02;59.7;61.22;59.24;61.22;9481
2022-06-03;61.98;61.98;59.42;59.5;18905
2022-06-06;60.02;61.5;58.2;59.38;22965
2022-06-07;59.42;59.42;57.28;57.98;64425
2022-06-08;57.8;58;56.12;56.42;45931
2022-06-09;56.3;60;54.12;56.66;42618
2022-06-10;58.64;58.64;54.5;55.32;29938
2022-06-13;54.9;55.48;52.3;53.2;68770
2022-06-14;53.52;55.48;53.1;54.24;23537
2022-06-15;54.74;55.4;52.64;53.4;40125
2022-06-17;53.26;54.66;52.02;52.5;23526
2022-06-20;52.52;54;52.28;52.3;9502
2022-06-21;52.5;55.28;52.4;53.5;30456
2022-06-22;53.5;54.1;51.7;51.84;39869
2022-06-23;52.5;52.86;50.1;50.3;30862
2022-06-24;51.18;52.8;50.24;52.26;32594
2022-06-27;52.02;54.4;52;53.68;26696
2022-06-28;54.5;54.5;53.04;54.08;10145
2022-06-29;53.3;60;53;58.7;85586
2022-06-30;59;59.9;56.54;59.28;32230
2022-07-01;59.7;65.5;58.6;63.76;83221
2022-07-04;64;64.78;59.24;63.58;66611
2022-07-05;63.58;64.68;59.34;61.34;34344
2022-07-06;61.92;74.58;61.5;73.7;109309
2022-07-07;73.7;79.54;70.6;75;141240
2022-07-08;74.5;76.66;71.8;74.6;50344
2022-07-11;74.56;86.2;73.42;83.28;136962
2022-07-12;83.54;87.9;77.4;79;118304
2022-07-13;79;83.4;77.02;80.36;58605
2022-07-14;80.36;81.36;74.66;75.3;34233
2022-07-15;75.3;76.8;73.2;74.8;36451
2022-07-18;75.84;76.76;68.42;69;92377
2022-07-19;69;73.96;68.62;72;106311
2022-07-20;69;70.98;66.18;68.36;104858
2022-07-21;68;72.9;67.48;69.5;69071
2022-07-22;69;70;67.54;67.66;24071
2022-07-25;67.36;67.5;63;63;58904
2022-07-26;63;64;60.4;60.5;40503
2022-07-27;60.12;62.96;58.04;58.9;38634
2022-07-28;58.52;61.7;58.52;60.48;27956
2022-07-29;60.88;66.76;59.6;64.96;66037
2022-08-01;64.98;66.58;63.5;64.66;17040
2022-08-02;64;64;61.3;61.3;24956
2022-08-03;61.2;62.6;60.68;62.5;10930
2022-08-04;62.5;63.4;61.02;61.5;10813
2022-08-05;61.96;62.34;59.7;60.7;9496
2022-08-08;61;61;58.56;59.5;25373
2022-08-09;59.5;60.74;58.6;58.6;17828
2022-08-10;59;61.7;58.54;60.7;25105
2022-08-11;61;61.7;60.04;60.2;13161
2022-08-12;60.24;60.4;59.4;59.54;8444
2022-08-16;59.58;61.4;58.5;61.18;21928
2022-08-17;61.18;61.5;58.8;60.12;15838
2022-08-18;60.12;60.36;58.8;60;13875
2022-08-19;59.3;60.3;59.02;59.02;12412
2022-08-22;58.74;59.76;58.1;58.58;5472
2022-08-23;58.1;59.38;58.1;58.7;9925
2022-08-24;58.5;58.76;56.3;57.3;12699
2022-08-25;56.82;58.82;56.6;57.36;12189
2022-08-26;56.88;57.3;54.54;55.3;35800
2022-08-29;54.94;54.98;52.92;53.44;13012
2022-08-30;53.98;54.92;52.5;52.5;24157
2022-08-31;53;53.78;52.14;52.3;16839
2022-09-01;52.3;52.92;49.58;50.62;33262
2022-09-02;53;53.1;50.42;52.08;29057
2022-09-05;52.3;54.5;51.56;53.3;24085
2022-09-06;53.28;53.28;49.52;50;36997
2022-09-07;50;50.74;46.5;47.5;45614
2022-09-08;48.3;48.96;45.96;46.05;48734
2022-09-09;46.19;48.86;46.19;48.3;35855
2022-09-12;48.3;51.5;47.6;49.29;42344
2022-09-13;49.28;49.64;46.88;47.53;28230
2022-09-14;46.65;48.44;46.5;47.51;10188
2022-09-15;48.48;48.48;46.79;46.82;13863
2022-09-16;46.8;46.8;45.1;45.88;26381
2022-09-19;46;46.5;45.4;45.4;13131
2022-09-20;46;46.5;45.1;45.15;20270
2022-09-21;45.15;50.02;45.15;50.02;46202
2022-09-22;50.02;53.6;49.2;52;69473
2022-09-23;51.8;51.8;47.82;48.5;46213
2022-09-26;48.5;49.56;46.1;49.2;21318
2022-09-27;49.9;52;48.93;51.7;36939
2022-09-28;50.96;50.96;49;50.4;17921
2022-09-29;50.84;50.84;48;48;15414
2022-09-30;47;49.89;46.61;48.44;13292
2022-10-03;48.4;48.93;46.5;47.71;10528
2022-10-04;48.22;49.7;48.22;49.5;12158
2022-10-05;49.5;49.5;47.63;47.88;10733
2022-10-06;48.8;50.8;48.22;49.2;16825
2022-10-07;48.5;49.19;46.68;46.72;21144
2022-10-10;46.72;47.4;45.01;45.49;20047
2022-10-11;45.3;45.95;43.8;44.22;24795
2022-10-12;44.51;44.98;42.92;42.92;20031
2022-10-13;42.91;44.22;41.8;42.1;28251
2022-10-14;42.76;43.9;42.51;43.21;10590
2022-10-17;43;43.87;41.94;42.59;16942
2022-10-18;42.58;43.78;42.3;42.53;13417
2022-10-19;42.55;42.77;41.56;42.18;11788
2022-10-20;42.17;43.44;40.2;43.44;28839
2022-10-21;42.25;43.48;41.79;42;11829
2022-10-24;41;42.1;41;41.48;7623
2022-10-25;41.5;41.97;40.4;40.65;13508
2022-10-26;43.5;51.7;42.6;51.1;195245
2022-10-27;50.8;50.88;47;47.5;81342
2022-10-28;47;49.89;46.85;48.3;32695
2022-10-31;49.3;49.3;47.12;48.3;17049
2022-11-02;48.8;48.8;45.83;46.62;34056
2022-11-03;47;48.3;46.2;47.82;23333
2022-11-04;47.34;49.89;47.32;48.8;26603
2022-11-07;49.1;57.1;48.11;54.68;104425
2022-11-08;54.22;57.86;51;51.8;78606
2022-11-09;52.2;58.8;51.12;55.74;138736
2022-11-10;55.24;57.2;54.2;56;50299
2022-11-14;56.9;57.5;54.1;54.6;51760
2022-11-15;54.9;56.54;53.8;54.9;24060
2022-11-16;53.5;55.56;53.26;55.56;19195
2022-11-17;55.5;55.5;54;54;12434
2022-11-18;53.6;54.84;53;53.96;22179
2022-11-21;53.98;56;53.34;56;26939
2022-11-22;55.9;56.72;52.38;52.38;57107
2022-11-23;52.86;53.7;51.76;53.38;24872
2022-11-24;53.08;54;52.42;52.68;16099
2022-11-25;53;54.04;52;52.9;25771
2022-11-28;53.1;56.3;53;54.54;49653
2022-11-29;54.44;56;53.08;54.9;31319
2022-11-30;54.9;54.9;52.12;52.2;41276
2022-12-01;52.8;53.48;50.8;51;24385
2022-12-02;50.62;52.22;49.5;50.9;25314
2022-12-05;50.54;51.76;50.54;51.2;15102
2022-12-06;51.2;52.18;49.9;50.84;29593
2022-12-07;49.93;49.93;48.3;49.15;34684
2022-12-08;49;49.32;48.22;48.91;13415
2022-12-09;48.52;49.5;47.61;47.62;21934
2022-12-12;48;48.39;47.04;47.98;11014
2022-12-13;47.98;49.27;47.52;49;20235
2022-12-14;48.62;49.77;48.62;48.84;10361
2022-12-15;48.83;48.83;47.02;47.46;20743
2022-12-16;47.45;49;46.12;49;31402
2022-12-19;49;49.38;48.02;48.94;9322
2022-12-20;48.5;48.56;47.01;47.3;19371
2022-12-21;47.02;48.8;46.94;48.8;26455
2022-12-22;48.79;48.79;47.24;47.5;13800
2022-12-23;47.98;49.38;47.49;48.38;25243
2022-12-27;48.08;48.8;46.82;46.82;36580
2022-12-28;46.82;47.83;46.1;47.52;42882
